fill_number,first_run_number,last_run_number,duration,start_time,start_stable_beam,end_stable_beam,end_time,delivered_lumi,recorded_lumi,efficiency_time,efficiency_lumi,peak_lumi,peak_pileup,bunches_colliding,beta_star,energy,injection_scheme,fill_type_runtime
8723,367045,367066,18915,2023-05-05 08:41:57,2023-05-05 11:38:10,2023-05-05 16:53:25,2023-05-05 17:31:45,60.02883564636,54.181816105753,93.856,90.26,3.473763184,64.020601,386.0,120.0,6799.68,25ns_399b_386_204_258_128bpi_7inj_hybrid_3INDIV_bs250ns,PROTONS
8701,366924,366936,27343,2023-05-02 21:57:38,2023-05-03 00:55:26,2023-05-03 08:31:09,2023-05-03 09:28:52,220.577505363738,207.344106584592,97.945,94.001,9.198126367,66.363504,986.0,120.0,6799.56,25ns_999b_986_649_787_164bpi_10inj_hybrid_3INDIV_bs250ns,PROTONS
8696,366877,366895,41294,2023-05-01 19:20:50,2023-05-01 22:15:09,2023-05-02 09:43:23,2023-05-02 09:46:10,269.389871657543,246.4863100434,95.554,91.498,9.280082813,66.954809,986.0,120.0,6799.56,25ns_999b_986_649_787_164bpi_10inj_hybrid_3INDIV_bs250ns,PROTONS
8695,366865,366876,28773,2023-05-01 09:07:09,2023-05-01 11:19:44,2023-05-01 19:19:17,2023-05-01 19:20:50,188.347236817353,171.947022297423,94.884,91.293,8.401871419,66.558961,898.0,120.0,6799.68,25ns_911b_898_591_744_128bpi_11inj_hybrid_3INDIV_bs250ns,PROTONS
8692,366844,366852,3339,2023-04-30 22:45:24,2023-05-01 01:01:52,2023-05-01 01:57:31,2023-05-01 06:31:40,10.686601482897,10.086892124812,97.933,94.388,3.592507715,66.209035,386.0,120.0,6799.56,25ns_399b_386_204_258_128bpi_7inj_hybrid_3INDIV_bs250ns,PROTONS
8691,366834,366843,13616,2023-04-30 16:26:56,2023-04-30 18:24:02,2023-04-30 22:10:58,2023-04-30 22:45:24,44.491179280312,39.650718869801,94.088,89.12,3.642645312,67.133057,386.0,120.0,6799.56,25ns_399b_386_204_258_128bpi_7inj_hybrid_3INDIV_bs250ns,PROTONS
8690,366828,366833,26612,2023-04-30 06:47:29,2023-04-30 08:55:39,2023-04-30 16:19:11,2023-04-30 16:26:56,74.285600231923,67.963597739544,95.908,91.49,3.56796665,65.756747,386.0,120.0,6799.56,25ns_399b_386_204_258_128bpi_7inj_hybrid_3INDIV_bs250ns,PROTONS
8686,366806,366821,31484,2023-04-29 16:02:32,2023-04-29 18:16:31,2023-04-30 03:01:15,2023-04-30 03:08:15,85.519815842938,81.624915007294,99.108,95.446,3.615687793,66.636237,386.0,120.0,6799.56,25ns_399b_386_204_258_128bpi_7inj_hybrid_3INDIV_bs250ns,PROTONS
8685,366792,366804,29352,2023-04-29 05:16:23,2023-04-29 07:43:19,2023-04-29 15:52:31,2023-04-29 16:02:32,75.660073566726,66.470070141648,90.972,87.854,3.583005322,64.042936,398.0,120.0,6799.56,25ns_411b_398_320_338_36bpi_15inj_3INDIV,PROTONS
8675,366718,366730,19142,2023-04-27 18:58:15,2023-04-27 21:50:16,2023-04-28 03:09:18,2023-04-28 03:22:57,55.300751830626,50.304608505816,93.12,90.966,3.770167594,67.388289,398.0,120.0,6799.56,25ns_411b_398_320_338_36bpi_15inj_3INDIV,PROTONS
8654,366531,366535,3470,2023-04-24 23:37:38,2023-04-25 01:42:08,2023-04-25 02:39:58,2023-04-25 05:49:09,1.420537389331,1.228892569611,93.199,86.509,0.535665096,61.462257,62.0,120.0,6799.68,25ns_75b_62_32_62_12bpi_9inj,PROTONS
8645,366501,366504,38370,2023-04-23 22:27:36,2023-04-24 00:31:55,2023-04-24 11:11:25,2023-04-24 11:12:16,15.816270588359,15.379804372821,99.898,97.24,0.534455997469,61.323525,62.0,120.0,6799.56,25ns_75b_62_32_62_12bpi_9inj,PROTONS
8644,366488,366500,38160,2023-04-23 09:32:07,2023-04-23 11:49:15,2023-04-23 22:25:15,2023-04-23 22:27:36,15.500594011194,13.157507440452,85.818,84.884,0.542418774,62.237173,62.0,120.0,6799.56,25ns_75b_62_32_62_12bpi_9inj,PROTONS
8642,366463,366475,31768,2023-04-22 18:10:19,2023-04-22 20:28:56,2023-04-23 05:18:24,2023-04-23 06:30:40,12.642497668951,10.923086266719,90.179,86.4,0.439525094,50.431146,62.0,120.0,6799.56,25ns_75b_62_32_62_12bpi_9inj,PROTONS
8639,366448,366454,41707,2023-04-22 01:26:16,2023-04-22 03:35:06,2023-04-22 15:10:13,2023-04-22 15:03:47,1.717863615386,1.584062728049,94.79,92.211,0.056691155,50.411795,8.0,120.0,6799.56,Single_12b_8_8_8_2018,PROTONS
8637,366396,366442,27232,2023-04-21 15:09:36,2023-04-21 16:58:01,2023-04-22 00:31:53,2023-04-22 00:35:54,0.364558540011,0.305083416448,99.244,83.686,0.014790108,52.607565,2.0,120.0,6799.68,Single_3b_2_2_2,PROTONS
8580,366034,366035,14235,2023-04-13 00:53:02,2023-04-13 02:31:35,2023-04-13 06:28:50,2023-04-13 06:43:59,0.001046673394,0.001002295144,99.733,95.76,0.000104761,0.572245,8.0,1100.0,450.0,,PROTONS
8559,365879,365889,21095,2023-04-09 08:30:29,2023-04-09 09:08:05,2023-04-09 14:59:40,2023-04-09 15:36:19,0.001410376712,0.001227208164,100.0,87.013,0.00012767,0.110926,8.0,1100.0,450.0,,PROTONS
8558,365873,365878,3647,2023-04-09 05:41:20,2023-04-09 07:00:26,2023-04-09 08:01:13,2023-04-09 08:30:29,0.000517395533,0.0004541208,100.0,87.771,0.00014164,0.120469,8.0,1100.0,450.0,,PROTONS
8550,365824,365845,36154,2023-04-07 11:30:44,2023-04-07 13:13:35,2023-04-07 23:16:09,2023-04-07 23:35:33,0.002203672056,0.00191768744,92.252,87.022,0.000144168,0.127962,8.0,1100.0,450.0,,PROTONS
8542,365767,365777,7143,2023-04-06 12:29:50,2023-04-06 15:05:04,2023-04-06 17:04:07,2023-04-06 18:19:01,0.000190375968,0.00017748406,99.23,93.228,3.0811e-05,0.095132,2.0,1100.0,450.0,,PROTONS
8541,365758,365765,5473,2023-04-06 09:56:20,2023-04-06 10:51:30,2023-04-06 12:22:43,2023-04-06 12:29:50,0.000185951898,0.000148584628,95.03,79.905,0.000595187,2.117046,2.0,1100.0,450.0,,PROTONS
8540,365748,365757,6812,2023-04-06 06:20:56,2023-04-06 07:39:21,2023-04-06 09:32:53,2023-04-06 09:56:20,0.000246839719,0.000210338528,92.88,85.213,3.2876e-05,0.116939,2.0,1100.0,449.88,,PROTONS
8498,364699,365368,947222,2023-03-14 16:40:19,2023-03-14 16:46:25,2023-03-25 15:53:27,2023-03-27 17:49:47,,,80.645,,,,,580.0,,,PROTONS
8496,362755,362782,24419,2022-11-27 16:36:57,2022-11-27 22:14:02,2022-11-28 05:01:01,2022-11-28 10:01:21,424.570648138842,387.729104714112,95.147,91.323,18.760928516,56.124091,2378.0,60.0,6799.44,25ns_2390b_2378_1967_2106_180bpi_18inj_2INDIV,PROTONS
8491,362719,362743,32202,2022-11-26 21:24:09,2022-11-26 22:58:05,2022-11-27 07:54:47,2022-11-27 11:02:52,563.399075108433,500.259898904651,92.805,88.793,19.045784635,56.97625,2378.0,60.0,6799.44,25ns_2390b_2378_1967_2106_180bpi_18inj_2INDIV,PROTONS
8489,362691,362698,57456,2022-11-25 21:42:56,2022-11-26 00:40:50,2022-11-26 16:38:26,2022-11-26 16:46:37,837.240367487556,786.942880415965,97.492,93.992,18.720485938,56.003106,2378.0,60.0,6799.44,25ns_2390b_2378_1967_2106_180bpi_18inj_2INDIV,PROTONS
8484,362653,362679,21442,2022-11-25 05:56:14,2022-11-25 07:52:20,2022-11-25 13:49:42,2022-11-25 16:46:41,393.627122975231,334.745458649098,81.755,85.041,19.882349479,57.730918,2450.0,60.0,6799.44,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8479,362642,362644,7819,2022-11-24 18:51:26,2022-11-24 20:53:19,2022-11-24 23:03:38,2022-11-24 23:12:26,0.158172479873,0.151776559283,99.361,95.956,0.038747562,26.323864,9.0,60.0,6799.44,Single_12b_9_1_3_BSRT_2018_pilot,PROTONS
8474,362609,362618,28949,2022-11-24 04:17:47,2022-11-24 06:31:25,2022-11-24 14:33:54,2022-11-24 14:37:35,566.319549759787,496.501873841333,92.608,87.672,21.230414323,61.645196,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8471,362585,362600,4302,2022-11-23 18:55:48,2022-11-23 20:58:55,2022-11-23 22:10:37,2022-11-23 22:25:10,79.778924524462,70.632817136198,93.305,88.536,19.800309766,57.492705,2450.0,60.0,6799.44,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8456,362430,362440,42791,2022-11-21 09:46:13,2022-11-21 11:32:30,2022-11-21 23:25:41,2022-11-21 23:49:32,752.769586418326,671.671140812042,96.001,89.227,25.840220964,75.030352,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8402,362155,362169,28834,2022-11-17 00:17:39,2022-11-17 02:21:22,2022-11-17 10:21:56,2022-11-17 10:28:03,514.904644440706,469.081975305267,94.42,91.101,19.120161458,55.517808,2450.0,60.0,6799.44,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8401,362136,362154,39197,2022-11-16 11:04:45,2022-11-16 13:18:05,2022-11-17 00:11:22,2022-11-17 00:17:39,655.91268168368,608.527344066267,95.992,92.776,19.135009375,55.560921,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8399,362092,362122,27813,2022-11-15 22:29:57,2022-11-16 01:16:45,2022-11-16 09:00:18,2022-11-16 10:36:33,498.74880878983,459.223292877526,95.951,92.075,19.031475,55.260297,2450.0,60.0,6799.44,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8398,362079,362091,40592,2022-11-15 08:51:36,2022-11-15 11:02:01,2022-11-15 22:18:33,2022-11-15 22:29:57,662.159021905634,610.549104865515,97.002,92.206,19.599395833,56.909326,2450.0,60.0,6799.44,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8395,362056,362064,49154,2022-11-14 14:17:55,2022-11-14 15:59:56,2022-11-15 05:39:10,2022-11-15 05:43:37,756.762416816353,680.217984298217,94.515,89.885,19.106253516,55.477425,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8392,362007,362046,515,2022-11-14 07:10:11,2022-11-14 08:33:40,2022-11-14 08:42:15,2022-11-14 12:26:24,9.092575398938,8.255081430017,93.981,90.789,17.918207422,52.027783,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8389,361987,361996,11331,2022-11-13 12:54:10,2022-11-13 14:15:45,2022-11-13 17:24:36,2022-11-13 18:45:41,207.63860114769,175.334435725102,88.438,84.442,19.227125391,55.828391,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8387,361970,361974,55032,2022-11-12 16:19:43,2022-11-12 17:50:44,2022-11-13 09:07:56,2022-11-13 11:03:33,879.633210748617,833.679893352465,99.028,94.776,19.484208594,56.574865,2450.0,60.0,6799.44,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8385,361953,361961,43362,2022-11-12 01:36:10,2022-11-12 03:06:36,2022-11-12 15:09:18,2022-11-12 15:21:03,498.665713702909,468.201328110965,97.535,93.891,15.232645052,60.135008,1802.0,60.0,6799.56,25ns_1815b_1802_1443_1542_180bpi_14inj_3INDIVs,PROTONS
8383,361946,361949,8250,2022-11-11 20:51:02,2022-11-11 22:06:50,2022-11-12 00:24:20,2022-11-12 00:30:26,32.02885383462,31.053261755397,98.8,96.954,4.329249577,53.283363,578.0,60.0,6799.44,25ns_591b_578_510_540_72bpi_12inj_3INDIV,PROTONS
8381,361902,361934,84619,2022-11-10 18:00:16,2022-11-10 19:31:48,2022-11-11 19:02:07,2022-11-11 19:11:19,1.246163359381,1.117520313553,88.871,89.677,0.018529502,0.915394,144.0,1920.0,6799.44,525ns_146b_144_35_22_8bpi_20inj_nocloseLR,PROTONS
8379,361880,361893,60126,2022-11-09 22:51:05,2022-11-10 00:05:50,2022-11-10 16:47:56,2022-11-10 16:49:17,0.351815163188,0.332926748931,95.935,94.631,0.006490135,0.796036,58.0,1920.0,6799.56,Multi_70b_58_20_22_4bpi_19inj,PROTONS
8347,361576,361580,30523,2022-11-05 06:28:33,2022-11-05 08:30:38,2022-11-05 16:59:21,2022-11-05 17:01:16,519.988394654564,484.309150725831,90.912,93.138,19.065297396,55.358504,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8345,361567,361574,21005,2022-11-04 19:27:39,2022-11-04 21:56:57,2022-11-05 03:47:02,2022-11-05 06:03:51,380.273228414777,347.680836497463,92.187,91.429,19.185828255,55.70848,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8342,361512,361552,36084,2022-11-03 19:15:01,2022-11-03 20:41:44,2022-11-04 06:43:08,2022-11-04 13:12:22,605.827691642219,575.469493737822,99.019,94.989,19.51787513,56.67262,2450.0,60.0,6799.68,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8335,361474,361476,28895,2022-11-03 00:20:22,2022-11-03 02:17:00,2022-11-03 10:18:35,2022-11-03 10:19:35,510.46195504436,482.624775323253,98.623,94.547,19.31476237,56.082856,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8334,361449,361472,43902,2022-11-02 08:59:09,2022-11-02 11:34:22,2022-11-02 23:46:04,2022-11-03 00:20:22,745.930292476523,698.083141961943,98.699,93.586,19.576369141,56.842466,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8333,361438,361447,53208,2022-11-01 16:54:21,2022-11-01 18:10:37,2022-11-02 08:57:25,2022-11-02 08:59:09,809.932843382069,770.686086902019,98.389,95.154,19.264301302,55.936337,2450.0,60.0,6799.68,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8331,361415,361420,37881,2022-11-01 02:26:22,2022-11-01 04:23:52,2022-11-01 14:55:13,2022-11-01 15:20:42,632.595776648961,599.938610975638,97.046,94.838,19.311306901,56.072822,2450.0,60.0,6799.68,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8330,361400,361414,10710,2022-10-31 15:57:15,2022-10-31 17:19:28,2022-10-31 20:17:58,2022-11-01 02:26:22,194.809464437201,183.262242867557,98.469,94.073,19.063663151,55.353758,2450.0,60.0,6799.68,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8327,361357,361388,23205,2022-10-30 23:42:52,2022-10-31 02:34:53,2022-10-31 09:01:38,2022-10-31 12:21:21,419.645798543743,364.604768289741,88.765,86.884,19.00845651,55.19346,2450.0,60.0,6799.68,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8324,361333,361352,7121,2022-10-30 08:47:51,2022-10-30 10:05:22,2022-10-30 12:04:03,2022-10-30 18:00:40,128.467353351135,121.465398607233,98.834,94.55,18.697489453,54.290527,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8322,361306,361321,24496,2022-10-29 20:36:43,2022-10-29 23:23:16,2022-10-30 06:11:32,2022-10-30 06:23:22,440.358835224547,398.404453588607,98.098,90.473,19.105515755,55.475283,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8321,361300,361303,52418,2022-10-29 02:23:02,2022-10-29 06:02:42,2022-10-29 20:36:20,2022-10-29 20:36:43,798.560467734398,753.998141970036,98.615,94.42,19.043923958,55.296444,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8320,361286,361299,21814,2022-10-28 16:21:32,2022-10-28 20:08:27,2022-10-29 02:12:01,2022-10-29 02:23:02,397.5198744129,373.957425190759,96.516,94.073,19.426348177,56.40686,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8319,361264,361284,12114,2022-10-28 11:29:25,2022-10-28 12:53:38,2022-10-28 16:15:32,2022-10-28 16:21:32,223.416389119115,183.369355349078,86.973,82.075,19.025835417,55.243921,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8317,361227,361242,48767,2022-10-27 17:54:26,2022-10-27 20:29:05,2022-10-28 10:01:52,2022-10-28 10:11:13,748.962765917773,707.411384061493,98.759,94.452,19.151728906,55.609468,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8316,361205,361225,16248,2022-10-27 11:00:05,2022-10-27 13:21:06,2022-10-27 17:51:54,2022-10-27 17:54:26,296.860786866743,270.351994657752,95.969,91.07,19.075633854,55.388516,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8315,361179,361204,58228,2022-10-26 15:17:58,2022-10-26 18:30:53,2022-10-27 10:41:21,2022-10-27 11:00:05,863.735478812408,758.61318363723,90.437,87.829,19.05621224,55.332123,2450.0,60.0,6799.68,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8314,361099,361178,19655,2022-10-25 21:34:28,2022-10-25 23:34:52,2022-10-26 05:02:27,2022-10-26 15:17:58,307.516144460773,279.462440407682,95.63,90.877,16.905564583,52.979842,2270.0,60.0,6799.68,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8313,361086,361097,9447,2022-10-25 14:54:40,2022-10-25 16:39:35,2022-10-25 19:17:02,2022-10-25 21:34:28,56.138784492848,53.843663213832,99.227,95.912,7.746176628,47.751655,1154.0,60.0,6799.56,25ns_1167b_1154_1022_1088_144bpi_12inj_3INDIV,PROTONS
8312,361060,361084,1324,2022-10-25 12:09:28,2022-10-25 14:24:08,2022-10-25 14:46:12,2022-10-25 14:54:40,9.476074052811,7.913246695623,97.959,83.508,7.506442801,46.273806,1154.0,60.0,6799.56,25ns_1167b_1154_1022_1088_144bpi_12inj_3INDIV,PROTONS
8311,361042,361059,43505,2022-10-24 22:35:39,2022-10-25 00:02:55,2022-10-25 12:08:00,2022-10-25 12:09:28,681.996191368699,602.700891258251,86.525,88.373,19.12475,55.531132,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8309,361008,361034,9792,2022-10-24 14:04:58,2022-10-24 17:04:38,2022-10-24 19:47:50,2022-10-24 20:10:48,30.929687514527,29.37168356372,97.396,94.963,4.143901237,51.00214,578.0,60.0,6799.68,25ns_591b_578_510_540_72bpi_12inj_3INDIV,PROTONS
8307,360982,361000,8026,2022-10-24 07:36:21,2022-10-24 10:23:14,2022-10-24 12:37:00,2022-10-24 13:52:05,40.44967816371,38.111154475496,95.913,94.219,5.68860651,70.014001,578.0,60.0,6799.68,25ns_591b_578_510_540_72bpi_12inj_3INDIV,PROTONS
8306,360930,360981,47809,2022-10-23 13:33:23,2022-10-23 15:35:19,2022-10-24 04:52:08,2022-10-24 07:36:21,728.142628145742,637.355196385803,91.732,87.532,19.104948177,55.473635,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8305,360922,360927,44346,2022-10-22 22:48:39,2022-10-23 01:06:14,2022-10-23 13:25:20,2022-10-23 13:33:23,692.010842598646,652.864251178557,98.489,94.343,19.563470703,56.805013,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8304,360915,360921,24068,2022-10-22 14:14:50,2022-10-22 16:01:09,2022-10-22 22:42:17,2022-10-22 22:48:39,430.031238799475,401.061689460252,97.682,93.263,19.425208724,56.403552,2450.0,60.0,6799.68,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8302,360880,360897,48733,2022-10-21 20:20:36,2022-10-21 22:36:43,2022-10-22 12:08:56,2022-10-22 12:23:58,711.314955341723,641.199610746337,94.706,90.143,19.549710026,56.765057,2450.0,60.0,6799.68,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8301,360866,360876,11895,2022-10-21 14:10:56,2022-10-21 16:53:18,2022-10-21 20:11:33,2022-10-21 20:20:36,31.549039749471,26.608147485837,83.168,84.339,2.847955924,67.086197,302.0,60.0,6799.68,25ns_315b_302_237_240_48bpi_11inj,PROTONS
8299,360851,360857,1356,2022-10-21 08:24:48,2022-10-21 11:12:13,2022-10-21 11:34:49,2022-10-21 12:03:30,3.816491556471,3.709038364988,17.699,97.185,2.747692415,64.724399,302.0,60.0,6799.68,25ns_315b_302_237_240_48bpi_11inj,PROTONS
8297,360814,360847,34902,2022-10-20 12:18:55,2022-10-20 13:44:45,2022-10-20 23:26:27,2022-10-21 08:09:57,570.636104673727,491.122335422475,89.467,86.066,19.270183464,58.284809,2352.0,60.0,6799.68,25ns_2365b_2352_1696_1848_200bpi_14inj_mixed_1INDIV,PROTONS
8295,360789,360799,39131,2022-10-19 21:22:26,2022-10-19 23:56:38,2022-10-20 10:48:49,2022-10-20 10:59:32,593.615652263589,555.527226740315,97.774,93.584,18.066289062,52.457757,2450.0,60.0,6799.68,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8293,360760,360762,3689,2022-10-19 13:25:49,2022-10-19 15:02:08,2022-10-19 16:03:37,2022-10-19 16:32:24,9.58648068187,9.392536514538,58.092,97.977,2.618357503,61.677796,302.0,60.0,6799.68,25ns_315b_302_237_240_48bpi_11inj,PROTONS
8289,360703,360744,493,2022-10-19 06:34:08,2022-10-19 10:34:43,2022-10-19 10:42:56,2022-10-19 11:22:12,1.169195165937,1.102502691259,-132.927,94.296,2.096039893,49.374128,302.0,60.0,6799.68,25ns_315b_302_237_240_48bpi_11inj,PROTONS
8276,360482,360492,42856,2022-10-16 15:19:22,2022-10-16 17:00:47,2022-10-17 04:55:03,2022-10-17 05:04:47,597.557504812068,549.28827145374,96.691,91.922,18.200080859,52.846238,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8274,360449,360460,61558,2022-10-15 18:03:32,2022-10-15 20:23:39,2022-10-16 13:29:37,2022-10-16 13:41:29,775.966461339293,730.498757691901,98.408,94.141,18.022037109,67.724542,2450.0,60.0,6799.56,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8273,360416,360448,16747,2022-10-15 10:32:14,2022-10-15 13:02:00,2022-10-15 17:41:07,2022-10-15 18:03:32,293.968767798528,198.150304738152,71.947,67.405,18.149254948,52.698658,2450.0,60.0,6799.68,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8272,360411,360415,2301,2022-10-15 08:16:04,2022-10-15 09:29:38,2022-10-15 10:07:59,2022-10-15 10:32:14,42.482908268531,37.775434222926,80.704,88.919,18.062766797,52.447529,2450.0,60.0,6799.68,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8269,360399,360404,1891,2022-10-15 01:15:38,2022-10-15 02:46:50,2022-10-15 03:18:21,2022-10-15 06:22:32,28.420906474871,26.869788259811,98.466,94.542,17.365850781,50.423945,2450.0,60.0,6799.68,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8267,360389,360394,6959,2022-10-14 18:58:03,2022-10-14 20:28:33,2022-10-14 22:24:32,2022-10-14 22:44:18,125.240520516371,103.547801794649,83.645,82.679,18.102490234,52.562871,2450.0,60.0,6799.68,25ns_2462b_2450_1737_1735_180bpi_17inj_2INDIV,PROTONS
8263,360322,360327,8255,2022-10-13 22:58:15,2022-10-14 00:25:21,2022-10-14 02:42:56,2022-10-14 02:46:32,138.115404727774,130.642327724205,98.631,94.589,17.945003646,52.148158,2448.0,60.0,6799.68,25ns_2461b_2448_1737_1733_180bpi_16inj_1INDIV,PROTONS
8260,360294,360315,46071,2022-10-13 00:54:23,2022-10-13 02:44:08,2022-10-13 15:31:59,2022-10-13 17:50:58,667.64472340655,632.144071543253,98.574,94.683,18.08818125,52.564233,2448.0,60.0,6799.56,25ns_2461b_2448_1737_1733_180bpi_16inj_1INDIV,PROTONS
8253,360219,360265,14095,2022-10-11 22:43:56,2022-10-12 01:08:01,2022-10-12 05:02:56,2022-10-12 14:13:42,242.133330039916,216.776257444442,96.169,89.528,18.483813932,53.71394,2448.0,60.0,6799.68,25ns_2461b_2448_1737_1733_180bpi_16inj_1INDIV,PROTONS
8248,360133,360141,17534,2022-10-11 03:41:13,2022-10-11 05:30:53,2022-10-11 10:23:07,2022-10-11 10:30:11,298.380104345276,282.146323493718,98.842,94.559,18.150609115,52.745648,2448.0,60.0,6799.56,25ns_2461b_2448_1737_1733_180bpi_16inj_1INDIV,PROTONS
8247,360116,360132,48614,2022-10-10 12:22:54,2022-10-10 13:52:35,2022-10-11 03:22:49,2022-10-11 03:41:13,669.599140169316,588.146237657791,91.482,87.836,18.593889062,54.033818,2448.0,60.0,6799.68,25ns_2461b_2448_1737_1733_180bpi_16inj_1INDIV,PROTONS
8245,360070,360092,46242,2022-10-09 17:54:18,2022-10-09 20:40:36,2022-10-10 09:31:18,2022-10-10 09:40:17,643.257473394771,588.39758820768,95.238,91.472,18.810357422,54.662877,2448.0,60.0,6799.68,25ns_2461b_2448_1737_1733_180bpi_16inj_1INDIV,PROTONS
8238,360017,360021,36663,2022-10-08 09:44:46,2022-10-08 11:20:56,2022-10-08 21:31:59,2022-10-08 21:45:28,494.61306210005,468.442906277947,97.856,94.709,18.700257292,54.342924,2448.0,60.0,6799.68,25ns_2461b_2448_1737_1733_180bpi_16inj_1INDIV,PROTONS
8236,359985,360005,44206,2022-10-07 13:16:34,2022-10-07 16:17:22,2022-10-08 04:34:08,2022-10-08 08:15:01,583.724949424526,557.869346426332,99.0,95.571,19.474050521,56.591567,2448.0,60.0,6799.68,25ns_2461b_2448_1737_1733_180bpi_16inj_1INDIV,PROTONS
8233,359890,359936,9368,2022-10-06 08:31:30,2022-10-06 10:24:32,2022-10-06 13:00:40,2022-10-06 17:55:01,12.304332768654,8.995289270964,74.893,73.107,1.403915267,48.718496,205.0,60.0,6799.68,25ns_315b_302_237_240_48bpi_11inj,PROTONS
8232,359884,359889,11211,2022-10-06 03:30:32,2022-10-06 05:07:28,2022-10-06 08:14:19,2022-10-06 08:31:30,0.32237329723,0.317270730231,99.447,98.417,0.03118395,27.72988,8.0,60.0,6799.68,Single_12b_8_8_8_2018,PROTONS
8230,359842,359877,6532,2022-10-05 10:38:27,2022-10-05 18:53:34,2022-10-05 20:42:26,2022-10-06 01:12:36,125.130550455992,102.735675142052,28.322,82.103,20.121366406,133.804376,2448.0,60.0,6799.68,25ns_2461b_2448_1737_1733_180bpi_16inj_1INDIV,PROTONS
8228,359795,359832,30579,2022-10-04 18:09:14,2022-10-04 22:41:26,2022-10-05 07:11:05,2022-10-05 09:52:14,444.794115269075,397.043729597871,93.044,89.265,18.574805339,53.978362,2448.0,60.0,6799.56,25ns_2461b_2448_1737_1733_180bpi_16inj_1INDIV,PROTONS
8226,359765,359776,7845,2022-10-04 11:12:37,2022-10-04 13:34:57,2022-10-04 15:45:42,2022-10-04 15:51:25,0.241628797343,0.237288976284,99.312,98.204,0.029491423,26.224824,8.0,60.0,6799.56,Single_12b_8_8_8_2018,PROTONS
